user_location,text
"Nairobi, Kenya","President uhuru Kenyatta
Kikuyus
Garissa
#LamuPortGameChangerSince I joined this guy I have never lost,his tickets… https://t.co/dgUW13iSJ5"
"Nyamira, Kenya",It's  new dawn indeed as sh310 bn Lamu port roars to life. I salute President Uhuru Kenyatta for this… https://t.co/qNgrLlUcsJ
"Nairobi, Kenya","On 9/12/2020, President Uhuru Kenyatta, Ethiopian PM Abiy Ahmed &amp; Engineer Raila Odinga inspected construction of t… https://t.co/7gUZ2O0qt4"
Nairobi-Kenya,"Kazi Safi!. 

Call us on 0720849431 for Registration or Renewal of NCA licenses. (Road Works, Electrical Engineerin… https://t.co/DfKvrS2Vz1"
Nairobi,The Ruling Jubilee Party's loss and President Uhuru Kenyatta's humiliation headline today's papers. https://t.co/3NETyk2i52
Kenya,This engineer got a job at Lamu ports with any experience and he is happy because president uhuru kenyatta has done… https://t.co/U63lYBAgvd
,"Lamu Port will have the biggest berths in Africa each measuring 400m and with capacity to hold 21,000 containers pe… https://t.co/hSVkjwwSaM"
Nairobi-Kenya,"Call us today on 0720849431 for the AGPO Certificate.( Women, Youth and PWD)

It takes ONE day!.#JKLive  Kikuyus St… https://t.co/uPuVbsMfda"
Nairobi-Kenya,"Never run a business that is not registered. 

Call us on 0720849431 for Limited Company or Business Name Registrat… https://t.co/67qeMBfRvg"
"Bomet, Kenya. ","We asked for better infrastructure and President Uhuru Kenyatta transformed : 
1. The railway system
2. The roads
3… https://t.co/5RJQwXcq4C"
"Kajiado, Kenya",Lamu port will facilitate the transportation of bulk cargo into and out of our 2 landlocked neighbors in the north… https://t.co/PG4ub8qt91
"Nairobi, Kenya",The LAPSSET PROJECT is the most ambitious in Kenya's Vision 2030 dream. And it is turning into reality TODAY as Pre… https://t.co/X2OBQHKvJV
Wherever AgriBusiness is,Today is the day we have all been waiting for! President Uhuru Kenyatta is set to officially commission the newest… https://t.co/5OGUuzgfgh
"Kilimani, Kenya","Raila Odinga ni Baba. When he sneezes, everyone must stand at attention including President Uhuru Kenyatta. It's tr… https://t.co/R7rbfAwcPi"
Oromia ,"In a show of judicial independence, the court declared President Uhuru Kenyatta’s proposed political reforms uncons… https://t.co/Uk4Rx0r0va"
Wherever AgriBusiness is,The #LamuPortGameChanger is not only breathtaking but also an Wconomic Symbol of strength in the East African gatew… https://t.co/sVnoXU0JS6
"Nairobi, Kenya","President Uhuru Kenyatta has done much for this country.  Today he will launch the new lamu port 

#LamuPortRoars https://t.co/RC4caOQP2X"
Kenya,President Uhuru Kenyatta has done a great job to ensure how that the Lamu ports is equipped with Morden equipment a… https://t.co/iLfp9GJNGU
"Nairobi, Kenya","📞0711845312

✓Puma Joggers sneakers available in stock
✓Sizes 40__45
✓Price 3500/-

💥Get a sock in every pair purch… https://t.co/4vog887cRJ"
Ruiru,"#LamuPortRoars
So much benefits are expected from the Lamu port as we expect it to be launched today by President U… https://t.co/x50Vpmubkr"
"Kajiado, Kenya","LAPSSET is one of 124 flagship projects under Kenya’s Vision 2030, the national long-term development blueprint, wh… https://t.co/o2WZtdcVrw"
quarantine,President Uhuru Kenyatta's Ksh 2 trillion Lamu Port - South Sudan-Ethiopia-Transport (LAPSSET) Corridor Program inc… https://t.co/ef4cOUH8Vr
"Nairobi, Kenya",President Uhuru Kenyatta is reportedly angered by the outcome of Rurii and Juja parliamentary by-elections where hi… https://t.co/LEgj58tsIE
,"When i say this, i am 100% sure of it, Lamu Port is the greatest project that President Uhuru Kenyatta's Government… https://t.co/vd2QFSNeen"
Uasin Gishu County,President Uhuru Kenyatta has really done well on our ports. This has created employment for many Kenyans.… https://t.co/udeml19V24
"Nairobi, Kenya","•KENYA-ETHIOPIA TIES. 

President Uhuru Kenyatta has made it a Priority to develop new Infrastructure and concomita… https://t.co/WXrS6Lncf7"
Wherever AgriBusiness is,"The #LamuPortGameChanger has a History. In 1975, President Uhuru Kenyatta was just 14 years old. Today in year 2021… https://t.co/lEpvRMYtwn"
Nairobi Kenya,"I told you that president Uhuru Kenyatta will be doing something very big today.
He will be commissioning the Lamu… https://t.co/Wgh7j30Ny4"
"Nairobi, Kenya","𝘔𝘝 𝘊𝘈𝘗 𝘊𝘢𝘳𝘮𝘦𝘭 (Maersk Shipping Company), one of the biggest cargo ships to ever dock in our ports, will be received… https://t.co/wXfzmDiz0p"
"Kajiado, Kenya",The Lamu port will today receive the first ship MV Camp Marvel that will be heavily loaded with avocados and His Ex… https://t.co/yxHBnhXzVk
,3 of the 32 berths constructed at Lamu Port are complete and will be officially opened today by President Uhuru Ken… https://t.co/mS2JZlCfLB
"Mombasa, Kenya",Lamu port is said to receive the first ship MV Camp Marvel today heavily loaded with avocado's and the President HE… https://t.co/Mi0Cw7ssth
"Kakamega, Kenya",Today President Uhuru Muigai Kenyatta Opens The Lamu Port. This goes a long way in Positioning Kenya as a leading T… https://t.co/LFxdlHEpUD
"Nairobi, Kenya","In a few hours President Uhuru Kenyatta, will launch the new Lamu port, as he will be receiving the first Ship.

Ke… https://t.co/22cO2aK4kI"
,When I rem how the president lectured the DCI about the issue of PEV last year. I believe president Kenyatta cannot… https://t.co/3ODVLC223N
,President Uhuru Kenyatta will today launch the three complete berths of Lamu port which have not only created emplo… https://t.co/pkUaDt1n5g
Kenya,"When the Port of Lamu becomes operational today Thursday, it will bring major changes on freight business along the… https://t.co/1Rd6SMcJkB"
"Guttenberg, Deutschland","Since independence, Kenya has never built a new sea port but has been improving the port of Mombasa built coloniali… https://t.co/4jG5N0jCvT"
Niko Ubao! ,"In over 124 years, no other national leader has made an attempt at building Kenya's second sea port. But under unde… https://t.co/Ihcu1iNwSg"
,The Vision 2030 is being actualized today by President Uhuru Kenyatta.The Lamu port is one of the 124 infrastructur… https://t.co/z2YyJnO6Iv
"Nakuru, Kenya",Mv Seago Bremen Haven loaded with avocado from Mombasa will dock a few minutes later in an event expected to be gra… https://t.co/Ulx4lrogYG
Niko Ubao! ,"Good morning Fellow Kenyans, no President since independence ever built a port. They only expanded Mombasa port. Bu… https://t.co/Nngy9Qun5a"
,"President Uhuru Kenyatta furious over recent string of losses

***
Latest News Updates"
"Nyamira, Kenya","President Uhuru Kenyatta is today, expected to launch new port of Lamu 
#LamuPortRoars https://t.co/wx6YfTe29y"
Here and There,Kenya's President Uhuru Kenyatta has appointed the country's 1st female Chief Justice Lady Justice Martha Koome.
"Nairobi, Kenya","Great day in the history of this country......             
PRESIDENT UHURU Kenyatta formally appoints Justice Mart… https://t.co/mcK77QEYDR"
🇭🇰 🇰🇪 ,@ahmednasirlaw @NelsonHavi @DavidNdii President NELSON HAVI goes to the annals of Kenyan History as having defended… https://t.co/W3Ct6qtdaQ
,"Kenyan President Uhuru Kenyatta appoints Martha Koome as country’s first female chief justice

https://t.co/UvR0ThN13d"
,"@RobertAlai Hustler Nation is unstoppable no matter what # @Murang'aCounty Mathioya
Uhuru Kenyatta was a very sober… https://t.co/aikU6j9LrX"
Nairobi - Kenya,@abuga_makori Why does His Excellency President Uhuru Kenyatta have a lot of affinity for zombies &amp; zombie advisors?
Nairobi-Kenya,President Uhuru Kenyatta expected to launch new lamu port #LamuPortTakeOff
Boston Ma,Kenyan President Uhuru Kenyatta Appoints Martha Koome as Country’s First Female Chief Justice https://t.co/gpvMj7LUkS
,"Africa Brief: In a scathing opinion, Kenya’s High Court annulled a bill to amend the country’s constitution, dealin… https://t.co/b99JKJzlcf"
,"Kenya🇰🇪: Lamu to compete with Durban, Salalah ports.

It will be commissioned by President Uhuru Kenyatta on Thursd… https://t.co/djjQxZzQ0r"
,Kenya: Kenyatta Says Tourism on Recovery Path in Video Link With Balala and Kipchoge in Mara - [Capital FM] Nairobi… https://t.co/NZW1VQy65X
"Nairobi, Kenya",President Uhuru Kenyatta expected to commission Lamu port - https://t.co/gmwjNt0lDy https://t.co/cVtxniF3Lm
Earth.MilkyWayGalaxy.Universe,"The Standard: President Uhuru Kenyatta furious over the recent string of losses.
https://t.co/cWeVys6htb"
"Chennai, India",Kenyan President Uhuru Kenyatta has appointed Court of Appeal Judge Martha Koome as the East African country's firs… https://t.co/YJ3buZY6la
,@Evans_miloo To argue that President Kenyatta is preparing DP Ruto to succeed him by harassing and humiliating Ruto… https://t.co/u2eWKAU5N1
,"""MPs allied to Ruto reject proposal to impeach President Kenyatta @StateHouseKenya following last @KenyaBBI Ruling""… https://t.co/uUGzv40X4m"
"Nairobi, Kenya",President Uhuru Kenyatta furious over recent string of losses - https://t.co/B6l5K3v1rc https://t.co/E5Rd96KK3Y
"Limuru, Kenya",@PDUDelivery @JubileePartyK Uhuru Kenyatta.. The best president ever!!
"Nairobi, KENYA",@ntvkenya But the responsible CS Hon. Peter Munya would rather only be talking about Mbi-Mbi-I and conspiracy theor… https://t.co/PwkcezR7O2
"Eastern, Kenya",@citizentvkenya Very Foolish leaders there @Manyara Uhuru Kenyatta is the first president to support an opposition… https://t.co/cn7Ji62p6g
Nairobi,"A beautiful Port in Africa, build from scratch its ready to start operations from tomorrow. After the grand opening… https://t.co/6ayOHpymoy"
Kenya,President Uhuru Kenyatta announced the appointment of Justice Koome in a special Gazette Notice issued on Wednesday… https://t.co/2aiJv6jCJN
Kenya,@DonaldBKipkorir President Uhuru Kenyatta problems can be wrapped up in two nouns ; Brookside &amp; NCBA    . It doesn'… https://t.co/hWlFrwwYwm
"Mombasa, Kenya",@DonaldBKipkorir Kibaki will remain the best president for Mt. Kenya people. He never killed their businesses. Uhur… https://t.co/3wBS8Jnf6i
"Mombasa, Kenya",President Uhuru Kenyatta has gazetted the appointment of Chief Justice Martha Koome. https://t.co/oMsqk5zcOF
 NAIROBI KENYA,@StateHouseKenya Kenyans want President Uhuru Kenyatta to empower small Kenyan businesses so they may expand outsid… https://t.co/rNBBnJeSI9
,@StateHouseKenya What u have said here my good friend and even as the president of our beautiful motherland country… https://t.co/esU7Jtn7CG
,Is Musalia mudavadi and his group still waiting for endorsement from president Uhuru kenyatta!
"Las Vegas, NV",President Uhuru Kenyatta furious over recent string of losses https://t.co/0lcWDrt4vV
,"President Uhuru Kenyatta over trusted David Murathe, Nancy Gitau and other brokers who have made Kikuyus to drift a… https://t.co/BjLykaZ9yl"
Kenya,@citizentvkenya President Uhuru Kenyatta should re-allocate all these appointments &amp; contracts to Western&amp; Coast Pr… https://t.co/5P20DeoTOQ
Nairobi,President Uhuru Kenyatta has made Lady Justice Martha Koome's appointment as chief justice official via a gazette n… https://t.co/17zh4uqdWt
"Mombasa, Kenya.",@SirDenn14443620 @JjKimoso @Wakabando @makaumutua @HonMoses_Kuria President Uhuru Kenyatta and his Deep State… https://t.co/ocEr3w5Ikq
"Nairobi, Kenya",President Uhuru Kenyatta lost it when he chose Murathe &amp; Atwoli as his spokesmen &amp; advisers. Arrogant people reflec… https://t.co/i3kis6R0ei
"Mombasa, KENYA.",Coronavirus Quarantine centers are being closed in many counties in Kenya. Time to President Uhuru Kenyatta to unco… https://t.co/mvxU8R5Vfl
🚶🚶 ,"So speaker Muturi is somehow performing rituals, not allowed to see family and eating special food hoping to succee… https://t.co/uP9IEjJTkd"
,“Martha Koome has been appointed Kenya's first female chief justice by President Uhuru Kenyatta just a few weeks af… https://t.co/bHtKeCkTnU
Nairobi,"@ahmednasirlaw Harrison Okeche, one of the 41 nominees, whose names were forwarded by the Judicial Service Commissi… https://t.co/E3yApN8Vwr"
"Eldoret, Kenya","President UHURU kenyatta though disappointed in both meanings his jubilee counterparts has shown 
Out most democrat… https://t.co/WXvp61HYd9"
"Nairobi, Kenya","President Uhuru Kenyatta has gazetted the appointment of Martha Koome as Chief Justice.
#TV47News @Abouhbakar https://t.co/cxGAmisFwv"
Nairobi,Lady Justice Martha Koome is the new chief justice of the republic of Kenya. This is after President Uhuru Kenyatta… https://t.co/FJG2pM8alJ
,"@DonaldBKipkorir Facts can't change, The People  decided.
We wish President Uhuru Kenyatta well.
Now let your lungs… https://t.co/WSZlaNHhUb"
"Nairobi, Kenya",@DonaldBKipkorir Today you are so bitter  Jakom. President Uhuru Kenyatta should now consider Nyanza for developmen… https://t.co/ODWSFCswro
Naivasha ,"Uhuru Kenyatta is President of @HonMoses_Kuria , @HonMoses_Kuria is the MNA of Uhuru Kenyatta, they have political… https://t.co/1wh10zie1f"
Nairobi. Kenya,President Uhuru Kenyatta should re-allocate all these appointments &amp; contracts to Nyanza &amp; Coast Provinces .... He… https://t.co/n1ppJngbYp
kabete,"@K24Tv @JeniferShamalla @debarlinea On behalf of the judges it's his Excellency , HGH, professor, HGM, President UH… https://t.co/xqKyViHOxt"
Kenya,Can President Uhuru Kenyatta and his handshake partner Raila Odinga handle the truth? And what is this truth? It's… https://t.co/QFvhY3OMao
Kenya,To those telling president Uhuru Kenyatta how central Kenya has shifted blah blah.... what if he just doesn't care.… https://t.co/F4gdSUygrO
,Uhuru Kenyatta's popularity has taken a nosedive &amp; never to recover thanks to Senior Council David Murathe &amp; the de… https://t.co/o8HxB8mRXR
Kejani,The suggestions from this report will go a long way in aiding the government’s determined fight against Corruption… https://t.co/Gh5LJYiP4L
Kejani,A survey you the National Crime Research centre (NCRC)sanctioned by President Uhuru Kenyatta has recommended that N… https://t.co/JPmiw011Z4
Kejani,"Lamu port will be commissioned on 20th of May 2021 by President Uhuru Kenyatta.
#UhuruLegacy"
"Nairobi, Kenya","""Congratulations Lady Justice Martha Koome on appointment as First Kenyan woman Chief Justice &amp; President of the Su… https://t.co/0ePwcJwi5y"
,@DonaldBKipkorir President Uhuru Kenyatta touched the nerve centre of Kikuyu community - corruption and their thievery culture
"Machakos , Kenya",PRESIDENT UHURU Kenyatta formally appoints Justice Martha Karambu Koome as Chief Justice of the Republic of Kenya. https://t.co/wUnH9R4YuB
Worldwide ,The suggestions from this report will go a long way in aiding the government’s determined fight against Corruption… https://t.co/knfRYO2Sjy
Worldwide ,A survey you the National Crime Research centre (NCRC)sanctioned by President Uhuru Kenyatta has recommended that N… https://t.co/A4AX00RgwN
Worldwide ,Lamu port will be commissioned on 20th of May 2021 by President Uhuru Kenyatta. The project has taken 9 years and h… https://t.co/G1UsICZYvh
"Nairobi, Kenya","What a shame! President Uhuru Kenyatta has been beaten Pants down by Moses Kuria in his own bedroom, Juja. Uhuru ou… https://t.co/fUllp4Utqz"
